
8월 21, 2018 21:15:32.40 NEW SESSION
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.05 [9084:336:0821/212732.040:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:27:32.07 [9084:336:0821/212732.071:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
8월 21, 2018 21:28:17.03 Unable to read VR Path Registry from C:\Users\�븳�굹\AppData\Local\openvr\openvrpaths.vrpath
8월 21, 2018 21:32:19.14 Unable to read VR Path Registry from C:\Users\�븳�굹\AppData\Local\openvr\openvrpaths.vrpath

8월 22, 2018 09:11:37.95 NEW SESSION
8월 22, 2018 09:11:37.95 Unable to read VR Path Registry from C:\Users\�븳�굹\AppData\Local\openvr\openvrpaths.vrpath
8월 22, 2018 09:30:16.62 [10928:4276:0822/093016.626:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:18.37 [10928:4276:0822/093018.371:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:35.03 [10928:4276:0822/093035.031:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 09:30:36.76 [10928:4276:0822/093036.766:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:41.30 [10928:4276:0822/093041.307:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:42.15 [10928:4276:0822/093042.156:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:43.00 [10928:4276:0822/093043.006:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:43.85 [10928:4276:0822/093043.856:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:44.70 [10928:4276:0822/093044.707:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:45.55 [10928:4276:0822/093045.557:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:46.40 [10928:4276:0822/093046.405:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:47.25 [10928:4276:0822/093047.254:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:48.10 [10928:4276:0822/093048.103:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:48.95 [10928:4276:0822/093048.954:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:49.80 [10928:4276:0822/093049.808:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:50.65 [10928:4276:0822/093050.654:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:51.50 [10928:4276:0822/093051.506:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:52.35 [10928:4276:0822/093052.356:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 09:30:53.20 [10928:4276:0822/093053.203:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 09:30:53.96 [10928:4276:0822/093053.963:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 10:20:16.62 [10928:4276:0822/102016.623:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 10:20:17.47 [10928:4276:0822/102017.470:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 13:03:00.67 [10928:4276:0822/130300.670:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
8월 22, 2018 14:11:13.13 [10928:4276:0822/141113.129:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 14:11:14.00 [10928:4276:0822/141114.005:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 14:11:14.84 [10928:4276:0822/141114.849:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 14:26:08.03 [10928:4276:0822/142608.039:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 14:26:08.89 [10928:4276:0822/142608.895:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 14:26:09.75 [10928:4276:0822/142609.756:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 14:39:54.34 [10928:4276:0822/143954.341:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 14:39:55.19 [10928:4276:0822/143955.193:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 14:39:56.04 [10928:4276:0822/143956.041:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 14:45:51.49 [10928:4384:0822/144551.490:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 14:45:51.70 [10928:4384:0822/144551.702:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 15:43:31.44 [10928:4276:0822/154331.448:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 15:47:38.88 [10928:4276:0822/154738.884:ERROR:textfield.cc(1754)] NOT IMPLEMENTED
8월 22, 2018 16:57:03.16 [10928:4276:0822/165703.163:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 16:57:05.01 [10928:4276:0822/165705.015:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 16:57:05.97 [10928:4276:0822/165705.975:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 16:57:07.86 [10928:4276:0822/165707.863:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 16:57:08.74 [10928:4276:0822/165708.743:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 16:57:09.69 [10928:4276:0822/165709.691:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 16:57:10.57 [10928:4276:0822/165710.579:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 16:57:11.42 [10928:4276:0822/165711.427:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 17:06:34.50 [10928:4384:0822/170634.507:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:06:34.50 [10928:4384:0822/170634.507:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:06:38.23 [10928:4384:0822/170638.239:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:06:42.08 [10928:4384:0822/170642.083:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:06:56.11 [10928:4384:0822/170656.110:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:06:57.69 [10928:4384:0822/170657.690:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:06:59.49 [10928:4384:0822/170659.490:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:07:01.43 [10928:4384:0822/170701.438:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:07:08.19 [10928:4384:0822/170708.190:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:07:08.19 [10928:4384:0822/170708.194:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:07:52.13 [10928:4384:0822/170752.139:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:07:53.96 [10928:4384:0822/170753.967:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:08:31.49 [10928:4384:0822/170831.496:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:08:35.63 [10928:4384:0822/170835.632:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 22, 2018 17:20:07.88 [10928:4276:0822/172007.876:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 17:54:40.14 [10928:4276:0822/175440.137:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 17:54:41.96 [10928:4276:0822/175441.967:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 17:54:42.90 [10928:4276:0822/175442.901:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 17:54:44.73 [10928:4276:0822/175444.735:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 17:54:45.60 [10928:4276:0822/175445.603:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 17:54:46.53 [10928:4276:0822/175446.535:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 17:54:47.41 [10928:4276:0822/175447.418:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 17:54:48.26 [10928:4276:0822/175448.265:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 19:32:13.44 [10928:4276:0822/193213.443:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
8월 22, 2018 20:02:42.09 [10928:4276:0822/200242.093:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
8월 22, 2018 20:02:43.92 [10928:4276:0822/200243.926:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 20:02:44.86 [10928:4276:0822/200244.860:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 20:02:46.72 [10928:4276:0822/200246.727:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 20:02:47.57 [10928:4276:0822/200247.577:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 20:02:48.43 [10928:4276:0822/200248.430:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 20:02:49.34 [10928:4276:0822/200249.342:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 20:02:50.19 [10928:4276:0822/200250.191:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 22, 2018 20:08:31.33 [10928:4384:0822/200831.335:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100

8월 22, 2018 23:12:00.19 NEW SESSION
8월 22, 2018 23:12:00.20 Unable to read VR Path Registry from C:\Users\�븳�굹\AppData\Local\openvr\openvrpaths.vrpath
8월 22, 2018 23:39:59.70 [8020:5144:0822/233959.708:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
8월 23, 2018 01:02:36.00 [8020:5144:0823/010236.005:ERROR:textfield.cc(1754)] NOT IMPLEMENTED

8월 23, 2018 09:04:50.25 NEW SESSION
8월 23, 2018 09:04:50.25 Unable to read VR Path Registry from C:\Users\�븳�굹\AppData\Local\openvr\openvrpaths.vrpath
8월 23, 2018 14:47:28.62 [9056:8052:0823/144728.619:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 14:47:29.62 [9056:8052:0823/144729.623:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 14:48:32.78 [9056:13580:0823/144832.783:ERROR:textfield.cc(1754)] NOT IMPLEMENTED
8월 23, 2018 15:37:44.91 [9056:8052:0823/153744.909:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:44.91 [9056:8052:0823/153744.916:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:44.91 [9056:8052:0823/153744.916:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:44.93 [9056:8052:0823/153744.936:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.07 [9056:8052:0823/153745.076:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.18 [9056:8052:0823/153745.186:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.18 [9056:8052:0823/153745.188:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.30 [9056:8052:0823/153745.304:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.34 [9056:8052:0823/153745.346:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.36 [9056:8052:0823/153745.366:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.37 [9056:8052:0823/153745.375:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.42 [9056:8052:0823/153745.428:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.48 [9056:8052:0823/153745.483:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.57 [9056:8052:0823/153745.571:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.63 [9056:8052:0823/153745.638:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.64 [9056:8052:0823/153745.642:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.64 [9056:8052:0823/153745.647:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.66 [9056:8052:0823/153745.661:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.75 [9056:8052:0823/153745.749:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.79 [9056:8052:0823/153745.793:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.82 [9056:8052:0823/153745.827:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.84 [9056:8052:0823/153745.841:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.84 [9056:8052:0823/153745.842:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.93 [9056:8052:0823/153745.938:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:45.96 [9056:8052:0823/153745.964:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:46.05 [9056:8052:0823/153746.057:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:46.05 [9056:8052:0823/153746.058:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:46.33 [9056:8052:0823/153746.331:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:46.68 [9056:8052:0823/153746.688:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:46.86 [9056:8052:0823/153746.869:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:46.96 [9056:8052:0823/153746.960:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:48.94 [9056:8052:0823/153748.943:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:49.20 [9056:8052:0823/153749.207:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:49.29 [9056:8052:0823/153749.293:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:37:49.56 [9056:8052:0823/153749.560:ERROR:ssl_client_socket_impl.cc(996)] handshake failed; returned -1, SSL error code 1, net_error -100
8월 23, 2018 15:39:06.89 [9056:13580:0823/153906.891:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:08.27 [9056:13580:0823/153908.275:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:09.27 [9056:13580:0823/153909.275:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:16.05 [9056:13580:0823/153916.056:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:22.73 [9056:13580:0823/153922.738:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:29.42 [9056:13580:0823/153929.421:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:35.30 [9056:13580:0823/153935.302:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:36.96 [9056:13580:0823/153936.967:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:38.35 [9056:13580:0823/153938.352:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:39.71 [9056:13580:0823/153939.717:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 15:39:47.73 [9056:13580:0823/153947.733:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 16:01:08.47 [9056:13580:0823/160108.476:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 16:01:11.06 [9056:13580:0823/160111.066:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 16:01:25.06 [9056:13580:0823/160125.066:ERROR:latency_info.cc(163)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
8월 23, 2018 19:36:50.16 [9056:13580:0823/193650.167:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.

8월 23, 2018 23:03:33.82 NEW SESSION
8월 23, 2018 23:03:33.82 Unable to read VR Path Registry from C:\Users\�븳�굹\AppData\Local\openvr\openvrpaths.vrpath
8월 23, 2018 23:05:48.11 Unable to read VR Path Registry from C:\Users\�븳�굹\AppData\Local\openvr\openvrpaths.vrpath
8월 23, 2018 23:34:43.65 [7296:9356:0823/233443.656:ERROR:gcm_channel_status_request.cc(127)] GCM channel request failed.
